  _Vind,_kias ;   _Vind,_keas ;   Vtrue,_ktas ;   Vtrue,_ktgs ;   _Vind,__mph ;   Vtrue,mphas ;   Vtrue,mphgs ;   __lat,__deg ;   __lon,__deg ;   __alt,ftmsl ;   __alt,ftagl ;   ___on,runwy ;   __alt,__ind ;   __lat,orign ;   __lon,orign ;   __L/D,ratio ;   ___cl,total ;   ___cd,total ;   __L/D,*etaP ;   wing1,_lift ;   wing1,_lift ;   wing2,_lift ;   wing2,_lift ;   wing3,_lift ;   wing3,_lift ;   wing1,_drag ;   wing1,_drag ;   wing2,_drag ;   wing2,_drag ;   wing3,_drag ;   wing3,_drag ; 
59.53605;62.33526;71.47748;71.37387;68.51287;82.25482;82.25482;-36.72055;-73.09933;9059.29199;9055.5;0;9043.62988;-36.5;-73;10.28631;0.73523;0.07148;7.78501;486.64389;440.53546;466.23434;468.55322;20.00527;35.04963;35.976;30.61095;21.72377;21.76379;0.43849;0.81456; 
59.53486;62.33363;71.48288;71.37931;68.5115;82.26103;82.26103;-36.72022;-73.09928;9065.81152;9062.04395;0;9050.14941;-36.5;-73;10.28644;0.73527;0.07148;7.78209;486.63531;440.53107;466.24142;468.55774;20.01331;35.04331;35.97703;30.61229;21.72546;21.76496;0.43861;0.8144; 
59.53329;62.3336;71.4901;71.38656;68.50968;82.26935;82.26936;-36.71989;-73.09924;9072.30762;9068.56152;0;9056.7002;-36.5;-73;10.28615;0.7353;0.07148;7.78081;486.66263;440.53537;466.25363;468.5668;20.01104;35.0489;35.98039;30.61303;21.72699;21.7656;0.43858;0.81458; 
59.53305;62.33497;71.49895;71.39538;68.50941;82.27953;82.27953;-36.71957;-73.09919;9078.83594;9075.11133;0;9063.19824;-36.5;-73;10.2859;0.73527;0.07148;7.78038;486.69696;440.53378;466.25394;468.564;20.00091;35.05957;35.98261;30.6116;21.72647;21.76463;0.43842;0.8149; 
59.53469;62.33664;71.50816;71.40456;68.5113;82.29013;82.29013;-36.71923;-73.09914;9085.36719;9081.66406;0;9069.7373;-36.5;-73;10.28603;0.73522;0.07148;7.78124;486.70096;440.52295;466.23779;468.55011;19.99231;35.06425;35.98088;30.60882;21.72388;21.76263;0.43829;0.81502; 
59.53637;62.33595;71.51468;71.41109;68.51323;82.29762;82.29762;-36.71891;-73.09909;9091.90918;9088.22559;0;9076.28125;-36.5;-73;10.28648;0.73519;0.07147;7.78391;486.65695;440.49777;466.21274;468.53317;19.99414;35.05698;35.97659;30.60687;21.72163;21.76172;0.43831;0.8148; 
59.53556;62.33376;71.51941;71.41589;68.5123;82.30307;82.30306;-36.71858;-73.09904;9098.39844;9094.73438;0;9082.77539;-36.5;-73;10.28685;0.73523;0.07147;7.78157;486.62503;440.48749;466.21902;468.53845;20.00648;35.04513;35.97605;30.60849;21.72328;21.7634;0.4385;0.81447; 
59.53314;62.33268;71.52545;71.42198;68.50952;82.31002;82.31002;-36.71825;-73.099;9104.90527;9101.25977;0;9089.26953;-36.5;-73;10.28669;0.73529;0.07148;7.77842;486.65469;440.495;466.23868;468.55432;20.01193;35.04491;35.98071;30.61049;21.72617;21.76505;0.43859;0.81451; 
59.53236;62.33412;71.5344;71.43091;68.50861;82.32032;82.32033;-36.71792;-73.09895;9111.43262;9107.80566;0;9095.81055;-36.5;-73;10.28608;0.73527;0.07148;7.77856;486.702;440.49716;466.23856;468.55246;19.99744;35.0613;35.98414;30.6091;21.72593;21.764;0.43836;0.81499; 
59.53345;62.33598;71.54378;71.44025;68.50987;82.33112;82.33111;-36.71759;-73.0989;9117.91699;9114.30664;0;9102.27832;-36.5;-73;10.28603;0.73521;0.07148;7.78179;486.71201;440.48236;466.21664;468.54135;19.98319;35.07172;35.98306;30.60578;21.72276;21.7623;0.43814;0.81528; 
59.53579;62.33596;71.55101;71.44747;68.51257;82.33944;82.33942;-36.71727;-73.09885;9124.40234;9120.80957;0;9108.77832;-36.5;-73;10.28661;0.73516;0.07147;7.78302;486.67282;440.46048;466.19028;468.52621;19.98479;35.064;35.97836;30.60349;21.71983;21.76121;0.43816;0.81503; 
59.53553;62.33395;71.55597;71.45251;68.51227;82.34515;82.34515;-36.71694;-73.09881;9130.90137;9127.32422;0;9115.26172;-36.5;-73;10.28724;0.7352;0.07147;7.78076;486.63306;440.45065;466.19336;468.53729;20.00107;35.04723;35.97676;30.60516;21.7209;21.76325;0.43841;0.81456; 
59.53334;62.33237;71.56141;71.45799;68.50975;82.3514;82.3514;-36.71661;-73.09875;9137.38281;9133.82031;0;9121.70117;-36.5;-73;10.2872;0.73525;0.07147;7.77786;486.64279;440.45267;466.20914;468.55148;20.00959;35.04276;35.98013;30.6072;21.72372;21.76497;0.43855;0.81447; 
59.53234;62.33395;71.57055;71.46713;68.50859;82.36192;82.36193;-36.71628;-73.09871;9143.92188;9140.37402;0;9128.27246;-36.5;-73;10.28651;0.73525;0.07148;7.77687;486.69559;440.46243;466.22137;468.5603;19.99597;35.06001;35.98494;30.60681;21.72467;21.76462;0.43834;0.81499; 
59.53314;62.33575;71.57983;71.47637;68.50952;82.3726;82.3726;-36.71595;-73.09866;9150.38086;9146.84668;0;9134.74023;-36.5;-73;10.28621;0.73519;0.07147;7.77808;486.71237;440.44415;466.20071;468.54086;19.97654;35.07605;35.98484;30.60301;21.72186;21.76228;0.43803;0.81544; 
59.53529;62.33642;71.58784;71.48438;68.51199;82.38182;82.38182;-36.71563;-73.09862;9156.83203;9153.31152;0;9141.2041;-36.5;-73;10.28673;0.73514;0.07146;7.78249;486.68338;440.42722;466.17694;468.53461;19.97487;35.07224;35.98078;30.60083;21.71869;21.76171;0.438;0.81531; 
59.53556;62.33448;71.59286;71.48946;68.5123;82.3876;82.3876;-36.7153;-73.09856;9163.2998;9159.79199;0;9147.67188;-36.5;-73;10.28751;0.73516;0.07146;7.77745;486.63538;440.41434;466.1731;468.53906;19.9919;35.05304;35.97779;30.60188;21.71894;21.76317;0.43826;0.81476; 
59.53414;62.33268;71.59808;71.49473;68.51067;82.39361;82.39361;-36.71497;-73.09852;9169.80859;9166.3125;0;9154.19824;-36.5;-73;10.2876;0.73522;0.07147;7.77847;486.63504;440.41599;466.18594;468.5545;20.00342;35.04495;35.98025;30.60409;21.72156;21.76506;0.43844;0.81456; 
59.53257;62.3326;71.60523;71.50189;68.50886;82.40183;82.40183;-36.71465;-73.09847;9176.27148;9172.78613;0;9160.65527;-36.5;-73;10.28689;0.73524;0.07147;7.77768;486.66812;440.41599;466.19815;468.55499;19.99339;35.05884;35.9847;30.60424;21.72346;21.76501;0.43828;0.81499; 
59.53226;62.3344;71.61462;71.51125;68.50851;82.41264;82.41263;-36.71432;-73.09843;9182.79004;9179.31445;0;9167.16016;-36.5;-73;10.28648;0.73521;0.07147;7.77784;486.70383;440.41217;466.19815;468.55261;19.97688;35.07565;35.98718;30.60235;21.72263;21.76405;0.43802;0.81548; 
59.53349;62.33572;71.62337;71.51999;68.50991;82.42271;82.42272;-36.71399;-73.09837;9189.26758;9185.80273;0;9173.62988;-36.5;-73;10.28677;0.73516;0.07147;7.77818;486.70865;440.39859;466.17923;468.54169;19.97006;35.07856;35.98591;30.59952;21.71988;21.7626;0.43792;0.81556; 
59.5349;62.33534;71.63018;71.52679;68.51154;82.43054;82.43053;-36.71366;-73.09833;9195.77734;9192.32129;0;9180.14258;-36.5;-73;10.28733;0.73513;0.07146;7.78015;486.66751;440.37726;466.15887;468.52576;19.97395;35.06923;35.98162;30.59772;21.71781;21.76155;0.43798;0.81528; 
59.53467;62.33363;71.63547;71.53214;68.51128;82.43663;82.43661;-36.71333;-73.09828;9202.28613;9198.83789;0;9186.65332;-36.5;-73;10.2877;0.73515;0.07146;7.77738;486.6391;440.36801;466.16025;468.52795;19.98508;35.05778;35.98065;30.59873;21.71882;21.76254;0.43815;0.81496; 
59.53301;62.33262;71.64149;71.53822;68.50936;82.44357;82.44357;-36.71301;-73.09824;9208.74902;9205.30859;0;9193.11035;-36.5;-73;10.2876;0.73519;0.07146;7.77523;486.65152;440.3689;466.17853;468.54086;19.98937;35.05724;35.98404;30.60039;21.72143;21.76402;0.43821;0.81498; 
59.53207;62.33416;71.65054;71.54724;68.50828;82.45397;82.45397;-36.71267;-73.09818;9215.27051;9211.83691;0;9199.62109;-36.5;-73;10.28712;0.73519;0.07147;7.77463;486.6936;440.37698;466.19144;468.54764;19.9784;35.07088;35.98776;30.60004;21.72221;21.76361;0.43804;0.81538; 
59.53333;62.33533;71.65917;71.55585;68.50973;82.46391;82.46391;-36.71234;-73.09814;9221.80469;9218.37793;0;9206.16992;-36.5;-73;10.28689;0.73513;0.07146;7.77784;486.6893;440.3584;466.16898;468.52676;19.96287;35.08232;35.98595;30.59679;21.7195;21.76144;0.43779;0.81569; 
59.53435;62.33443;71.66531;71.56202;68.5109;82.47098;82.47097;-36.71202;-73.09809;9228.24609;9224.8252;0;9212.60156;-36.5;-73;10.28746;0.73513;0.07146;7.77685;486.66388;440.33862;466.15759;468.52231;19.96791;35.07444;35.98417;30.59598;21.71848;21.7619;0.43787;0.81548; 
59.53307;62.33302;71.67095;71.5677;68.50943;82.47746;82.47746;-36.71169;-73.09805;9234.75586;9231.33887;0;9219.10352;-36.5;-73;10.28786;0.73516;0.07146;7.77572;486.65323;440.33398;466.15683;468.53119;19.97925;35.06361;35.98448;30.59693;21.71924;21.76322;0.43805;0.81519; 
59.53268;62.3345;71.6799;71.57664;68.50898;82.48776;82.48775;-36.71136;-73.09799;9241.26074;9237.84766;0;9225.61426;-36.5;-73;10.28773;0.73516;0.07146;7.77344;486.69699;440.34674;466.17673;468.54956;19.97722;35.06889;35.9887;30.59741;21.72068;21.76358;0.43802;0.81536; 
59.5341;62.33533;71.68815;71.58487;68.51063;82.49725;82.49724;-36.71103;-73.09795;9247.78223;9244.37305;0;9232.1582;-36.5;-73;10.28725;0.7351;0.07146;7.77686;486.68311;440.32318;466.14783;468.52039;19.95863;35.08276;35.98618;30.59369;21.71782;21.76077;0.43772;0.81574; 
59.53421;62.33378;71.69362;71.5904;68.51074;82.50355;82.50356;-36.7107;-73.0979;9254.2793;9250.87305;0;9238.65723;-36.5;-73;10.2876;0.7351;0.07146;7.77586;486.64944;440.29776;466.13211;468.51422;19.96059;35.07816;35.98424;30.5929;21.71682;21.7616;0.43774;0.81561; 
59.53293;62.33261;71.69958;71.5964;68.50928;82.5104;82.5104;-36.71037;-73.09785;9260.82129;9257.41699;0;9245.2002;-36.5;-73;10.28807;0.73515;0.07146;7.77496;486.65689;440.30487;466.14639;468.54099;19.97541;35.06653;35.98666;30.59528;21.71872;21.76436;0.43798;0.81531; 
59.53206;62.3336;71.70798;71.60479;68.50827;82.52007;82.52007;-36.71004;-73.0978;9267.33105;9263.92773;0;9251.69043;-36.5;-73;10.28778;0.73516;0.07146;7.77443;486.68997;440.31616;466.15781;468.55252;19.97199;35.07262;35.98977;30.59557;21.71975;21.76438;0.43793;0.8155; 
59.53275;62.3348;71.71662;71.61342;68.50907;82.53001;82.53001;-36.70971;-73.09776;9273.83008;9270.42773;0;9258.17188;-36.5;-73;10.28744;0.73511;0.07146;7.77417;486.69293;440.29907;466.14462;468.53558;19.95636;35.08548;35.98926;30.59275;21.71803;21.76242;0.43768;0.81586; 
59.53376;62.33488;71.72398;71.62078;68.51022;82.53849;82.53849;-36.70938;-73.09771;9280.33301;9276.93066;0;9264.68652;-36.5;-73;10.28777;0.73509;0.07145;7.77469;486.6824;440.28009;466.12592;468.52933;19.95396;35.0846;35.98791;30.59082;21.71602;21.76211;0.43764;0.81584; 
59.53397;62.33384;71.73003;71.62687;68.51048;82.54546;82.54546;-36.70905;-73.09766;9286.80957;9283.40625;0;9271.18164;-36.5;-73;10.28817;0.73509;0.07145;7.77305;486.6568;440.26712;466.11777;468.52615;19.96064;35.07594;35.98621;30.59061;21.71565;21.76244;0.43774;0.81559; 
59.5326;62.33361;71.73708;71.63393;68.50889;82.55355;82.55354;-36.70872;-73.09761;9293.33789;9289.93262;0;9277.67676;-36.5;-73;10.28836;0.73512;0.07145;7.77068;486.67392;440.27185;466.13168;468.54379;19.96736;35.07182;35.98898;30.59183;21.71724;21.7638;0.43785;0.81551; 
59.53318;62.33484;71.74577;71.64261;68.50956;82.56355;82.56355;-36.70839;-73.09756;9299.84277;9296.43652;0;9284.21191;-36.5;-73;10.28796;0.73509;0.07145;7.77362;486.68213;440.2713;466.13089;468.53775;19.95683;35.08177;35.98908;30.59068;21.71681;21.76245;0.43768;0.81578; 
59.53376;62.33394;71.75198;71.64885;68.51022;82.5707;82.5707;-36.70807;-73.09752;9306.32324;9302.91406;0;9290.69922;-36.5;-73;10.28796;0.73507;0.07145;7.77453;486.66202;440.24521;466.11295;468.52094;19.95107;35.08481;35.98791;30.58887;21.71563;21.76186;0.43758;0.81587; 
59.53259;62.33287;71.75803;71.65493;68.50889;82.57767;82.57766;-36.70774;-73.09747;9312.8291;9309.41602;0;9297.18359;-36.5;-73;10.2882;0.7351;0.07145;7.77241;486.66046;440.2392;466.11578;468.52676;19.95656;35.08029;35.98901;30.58951;21.7164;21.76303;0.43767;0.81577; 
59.53226;62.3336;71.76609;71.663;68.5085;82.58694;82.58694;-36.70741;-73.09742;9319.26953;9315.85156;0;9303.61719;-36.5;-73;10.28823;0.73511;0.07145;7.77164;486.68585;440.25003;466.13162;468.54346;19.95817;35.08119;35.99165;30.5904;21.71759;21.76385;0.4377;0.81581; 
59.5328;62.33475;71.77466;71.67156;68.50912;82.59681;82.59682;-36.70708;-73.09737;9325.74707;9322.3252;0;9310.12207;-36.5;-73;10.28805;0.73507;0.07145;7.77438;486.68991;440.24222;466.12347;468.53482;19.94877;35.08866;35.99124;30.58858;21.71638;21.76241;0.43755;0.81601; 
59.53345;62.33434;71.78143;71.67833;68.50987;82.6046;82.60459;-36.70675;-73.09732;9332.21289;9328.78711;0;9316.59668;-36.5;-73;10.28825;0.73506;0.07145;7.77339;486.67886;440.22018;466.10995;468.52322;19.94592;35.08899;35.99058;30.58686;21.71528;21.76187;0.4375;0.81604; 
59.53303;62.33391;71.78822;71.68514;68.50939;82.6124;82.6124;-36.70642;-73.09727;9338.71191;9335.28223;0;9323.08105;-36.5;-73;10.28842;0.73506;0.07145;7.77041;486.66547;440.21222;466.1076;468.51895;19.948;35.08573;35.98969;30.58656;21.7152;21.76176;0.43753;0.81594; 
59.53242;62.3334;71.79494;71.69191;68.50868;82.62015;82.62016;-36.70609;-73.09723;9345.22852;9341.79395;0;9329.58789;-36.5;-73;10.28857;0.73507;0.07145;7.77088;486.67233;440.20691;466.11069;468.52457;19.95123;35.0834;35.99134;30.58675;21.71591;21.76242;0.43758;0.8159; 
59.53246;62.3351;71.80415;71.70109;68.50873;82.63074;82.63074;-36.70577;-73.09718;9351.68555;9348.24512;0;9336.06641;-36.5;-73;10.2884;0.73505;0.07144;7.77144;486.69608;440.21304;466.11755;468.53;19.94456;35.09055;35.99276;30.58609;21.7158;21.76174;0.43748;0.8161; 
59.53411;62.33492;71.81125;71.70821;68.51064;82.63891;82.63892;-36.70544;-73.09713;9358.2002;9354.75293;0;9342.58984;-36.5;-73;10.28837;0.73501;0.07144;7.77363;486.67227;440.1871;466.09393;468.50742;19.936;35.09478;35.9903;30.58345;21.71372;21.76013;0.43734;0.81622; 
59.53381;62.33405;71.81751;71.71452;68.51028;82.64612;82.64613;-36.70511;-73.09708;9364.68359;9361.22949;0;9349.07129;-36.5;-73;10.28869;0.73503;0.07144;7.77197;486.6618;440.18076;466.09454;468.51791;19.94188;35.08915;35.99043;30.58411;21.71403;21.76168;0.43743;0.81607; 
59.53263;62.33359;71.82427;71.72128;68.50893;82.6539;82.65388;-36.70478;-73.09704;9371.18457;9367.72266;0;9355.54492;-36.5;-73;10.28885;0.73505;0.07144;7.76937;486.66998;440.181;466.10294;468.52808;19.94729;35.08537;35.99223;30.58489;21.7152;21.76262;0.43752;0.81598; 
59.53259;62.33472;71.83288;71.7299;68.50889;82.6638;82.66381;-36.70445;-73.09699;9377.67676;9374.20605;0;9362.0332;-36.5;-73;10.28871;0.73504;0.07144;7.76743;486.69382;440.18063;466.10721;468.53174;19.94148;35.09176;35.99425;30.58405;21.71525;21.76212;0.43743;0.81618; 
59.53376;62.33458;71.84003;71.73703;68.51022;82.67203;82.67202;-36.70412;-73.09694;9384.19629;9380.7168;0;9368.51953;-36.5;-73;10.28857;0.735;0.07144;7.77189;486.67279;440.15543;466.08191;468.51132;19.93133;35.0979;35.99205;30.5814;21.71307;21.76068;0.43726;0.81635; 
59.53321;62.33366;71.84623;71.74327;68.5096;82.67917;82.67916;-36.70379;-73.09689;9390.65625;9387.16699;0;9375.00879;-36.5;-73;10.2889;0.73502;0.07144;7.76918;486.66705;440.14679;466.08002;468.51923;19.93645;35.09294;35.99257;30.58173;21.71323;21.76203;0.43734;0.81622; 
59.53224;62.33352;71.85335;71.75042;68.50848;82.68736;82.68736;-36.70346;-73.09685;9397.13379;9393.63379;0;9381.49707;-36.5;-73;10.28905;0.73504;0.07144;7.76657;486.68158;440.14944;466.08771;468.53192;19.94105;35.09003;35.99463;30.58238;21.71414;21.763;0.43741;0.81616; 
59.53282;62.33521;71.86263;71.75968;68.50915;82.69804;82.69804;-36.70313;-73.09679;9403.66504;9400.1543;0;9388.03906;-36.5;-73;10.28883;0.73501;0.07144;7.77056;486.69727;440.15195;466.08487;468.53448;19.93252;35.0979;35.99503;30.58118;21.71321;21.76208;0.43728;0.81638; 
59.53399;62.33469;71.86938;71.76643;68.51049;82.7058;82.7058;-36.7028;-73.09675;9410.19141;9406.66797;0;9394.56445;-36.5;-73;10.28882;0.73498;0.07143;7.76982;486.6669;440.12451;466.06186;468.51196;19.92515;35.10093;35.99226;30.57877;21.71131;21.76072;0.43716;0.81645; 
59.53331;62.33331;71.87511;71.77222;68.50972;82.71241;82.71241;-36.70247;-73.0967;9416.71289;9413.17676;0;9401.0791;-36.5;-73;10.28921;0.735;0.07143;7.76809;486.65521;440.11307;466.06003;468.51807;19.93281;35.09335;35.99263;30.57924;21.71175;21.76213;0.43727;0.81626; 
59.53216;62.33376;71.88286;71.77998;68.50838;82.72131;82.72132;-36.70214;-73.09666;9423.12598;9419.57617;0;9407.49609;-36.5;-73;10.28924;0.73502;0.07144;7.76775;486.67804;440.1261;466.07596;468.539;19.93652;35.09262;35.99528;30.58061;21.71314;21.76338;0.43734;0.81625; 
59.53228;62.33438;71.89091;71.78802;68.50853;82.73059;82.73059;-36.70181;-73.0966;9429.64355;9426.08105;0;9414.00098;-36.5;-73;10.28902;0.735;0.07144;7.76723;486.69031;440.11523;466.07251;468.5285;19.92796;35.10043;35.99636;30.57896;21.7128;21.76208;0.4372;0.81649; 
59.53295;62.33463;71.89854;71.79565;68.50929;82.73937;82.73936;-36.70148;-73.09656;9436.17285;9432.59375;0;9420.54102;-36.5;-73;10.28901;0.73497;0.07143;7.76772;486.68256;440.09766;466.05969;468.51566;19.92041;35.10535;35.99545;30.57703;21.71144;21.76108;0.43708;0.81663; 
59.53307;62.33421;71.90536;71.80251;68.50944;82.74722;82.74723;-36.70115;-73.09651;9442.6582;9439.06445;0;9427.02734;-36.5;-73;10.28931;0.73497;0.07143;7.76845;486.6763;440.08801;466.0542;468.5166;19.92319;35.10155;35.99525;30.5766;21.71101;21.76147;0.43712;0.81653; 
59.53278;62.33373;71.9121;71.80926;68.50909;82.75497;82.75497;-36.70082;-73.09646;9449.12988;9445.51953;0;9433.50977;-36.5;-73;10.28943;0.73498;0.07143;7.76651;486.6676;440.08173;466.0535;468.51456;19.92554;35.09876;35.99502;30.57654;21.71128;21.76148;0.43715;0.81646; 
59.53225;62.33394;71.91967;71.81684;68.50849;82.76368;82.76369;-36.70049;-73.09641;9455.62891;9452.00098;0;9439.96191;-36.5;-73;10.2894;0.73498;0.07143;7.76539;486.68289;440.08069;466.06024;468.52048;19.9245;35.10104;35.99701;30.57655;21.71197;21.76174;0.43714;0.81654; 
59.53265;62.33418;71.9273;71.82448;68.50895;82.77246;82.77246;-36.70016;-73.09637;9462.15039;9458.50488;0;9446.52734;-36.5;-73;10.28925;0.73496;0.07143;7.76433;486.67953;440.06622;466.0528;468.50537;19.91687;35.10682;35.99664;30.57485;21.71127;21.76039;0.43701;0.81671; 
59.53308;62.33504;71.93562;71.83279;68.50945;82.78203;82.78203;-36.69983;-73.09631;9468.63965;9464.97656;0;9453.03027;-36.5;-73;10.28943;0.73495;0.07143;7.76641;486.68921;440.06482;466.05371;468.51407;19.91528;35.10807;35.99727;30.57439;21.71077;21.76071;0.43699;0.81675; 
59.53353;62.33407;71.94176;71.83896;68.50996;82.7891;82.78909;-36.6995;-73.09627;9475.08984;9471.4082;0;9459.45215;-36.5;-73;10.28962;0.73494;0.07143;7.76539;486.66251;440.04422;466.04147;468.50012;19.91586;35.10476;35.99546;30.57326;21.71009;21.76018;0.43699;0.81666; 
59.53269;62.33329;71.9482;71.84544;68.509;82.79652;82.79651;-36.69917;-73.09622;9481.60352;9477.90234;0;9465.96484;-36.5;-73;10.28973;0.73497;0.07143;7.76675;486.66437;440.04343;466.04642;468.51175;19.92078;35.10148;35.99685;30.57423;21.71109;21.76153;0.43707;0.81658; 
59.53207;62.33376;71.95609;71.85335;68.50829;82.8056;82.80561;-36.69884;-73.09618;9488.09668;9484.37402;0;9472.45605;-36.5;-73;10.28968;0.73498;0.07143;7.76517;486.69086;440.04593;466.05762;468.52383;19.91935;35.10515;35.99997;30.5745;21.71209;21.76215;0.43705;0.81671; 
59.53225;62.3349;71.96472;71.86196;68.50849;82.81552;82.81553;-36.69852;-73.09612;9494.57324;9490.8291;0;9478.92383;-36.5;-73;10.28948;0.73494;0.07143;7.76523;486.69849;440.03754;466.04828;468.51587;19.90897;35.11373;35.99986;30.57257;21.71076;21.76087;0.43689;0.81695; 
59.53347;62.33451;71.97161;71.86886;68.5099;82.82346;82.82346;-36.69818;-73.09608;9501.0752;9497.30957;0;9485.42383;-36.5;-73;10.28956;0.73491;0.07142;7.76696;486.67032;440.01523;466.0228;468.49988;19.90382;35.11469;35.99691;30.57042;21.70851;21.75994;0.4368;0.81697; 
59.53275;62.33323;71.97743;71.87472;68.50906;82.83015;82.83016;-36.69786;-73.09603;9507.54688;9503.75879;0;9491.87793;-36.5;-73;10.28999;0.73493;0.07142;7.7634;486.65631;440.00446;466.02335;468.50592;19.91247;35.10598;35.99705;30.57096;21.70909;21.76125;0.43693;0.81674; 
59.5322;62.33352;71.98513;71.88242;68.50844;82.83901;82.839;-36.69753;-73.09598;9514.05859;9510.24707;0;9498.41602;-36.5;-73;10.29008;0.73496;0.07142;7.76238;486.68524;440.01535;466.03839;468.52945;19.91715;35.10461;36.00053;30.57226;21.71057;21.76277;0.43701;0.81673; 
59.53232;62.33458;71.99362;71.8909;68.50858;82.84879;82.84879;-36.6972;-73.09593;9520.53906;9516.7041;0;9504.93262;-36.5;-73;10.28974;0.73492;0.07142;7.76418;486.69315;440.00464;466.02921;468.51587;19.90508;35.11493;36.00062;30.57007;21.70948;21.76095;0.43682;0.81702; 
59.53346;62.33443;72.00069;71.89799;68.50988;82.85692;82.85693;-36.69687;-73.09589;9526.98926;9523.12988;0;9511.39355;-36.5;-73;10.2897;0.73489;0.07142;7.76591;486.67081;439.98141;466.00537;468.49875;19.89682;35.11926;35.99823;30.5677;21.7073;21.75987;0.43668;0.81713; 
59.53283;62.33344;72.00679;71.90412;68.50916;82.86394;82.86394;-36.69654;-73.09584;9533.44824;9529.56348;0;9517.83203;-36.5;-73;10.29019;0.73491;0.07142;7.76267;486.66608;439.9744;466.00879;468.51044;19.90559;35.11104;35.99909;30.56846;21.70791;21.76155;0.43682;0.81692; 
59.53245;62.33405;72.01477;71.91211;68.50872;82.87312;82.87312;-36.69621;-73.09579;9539.92578;9536.01465;0;9524.31055;-36.5;-73;10.29029;0.73492;0.07142;7.76397;486.68008;439.98315;466.0163;468.52637;19.90866;35.10927;36.00044;30.56909;21.70842;21.76224;0.43687;0.81688; 
59.53221;62.33363;72.02151;71.91885;68.50845;82.88089;82.88088;-36.69588;-73.09574;9546.37109;9542.43359;0;9530.74414;-36.5;-73;10.29008;0.73491;0.07142;7.76156;486.67664;439.96527;466.00943;468.51114;19.9021;35.11479;36.00083;30.56763;21.70831;21.76119;0.43676;0.81705; 
59.53199;62.33385;72.02908;71.92644;68.50819;82.88959;82.88958;-36.69555;-73.0957;9552.86816;9548.91602;0;9537.24414;-36.5;-73;10.29009;0.7349;0.07142;7.76078;486.68201;439.95645;466.00943;468.50873;19.89803;35.11847;36.00161;30.56685;21.70817;21.76101;0.4367;0.81717; 
59.53246;62.33455;72.03717;71.93454;68.50874;82.8989;82.89891;-36.69522;-73.09564;9559.36523;9554.59375;0;9543.76953;-36.5;-73;10.29025;0.73489;0.07142;7.7607;486.69092;439.95331;466.00729;468.51138;19.89672;35.11902;36.00206;30.56607;21.70757;21.76082;0.43668;0.81719; 
59.53276;62.33421;72.04404;71.94141;68.50909;82.90681;82.9068;-36.69489;-73.0956;9565.83105;9560.17969;0;9550.19727;-36.5;-73;10.29031;0.73487;0.07141;7.76248;486.67328;439.93872;465.99561;468.50095;19.89444;35.119;36.00056;30.5649;21.70669;21.76017;0.43664;0.81718; 
59.53225;62.33398;72.05105;71.94845;68.5085;82.91486;82.91488;-36.69456;-73.09555;9572.2832;9565.87988;0;9556.65332;-36.5;-73;10.29051;0.73488;0.07141;7.76175;486.67398;439.9346;465.99927;468.50748;19.8974;35.11639;36.00134;30.56511;21.70712;21.76081;0.43669;0.81712; 
59.53238;62.33373;72.05808;71.9555;68.50864;82.92297;82.92297;-36.69423;-73.0955;9578.80273;9571.67871;0;9563.18555;-36.5;-73;10.29048;0.73488;0.07141;7.76111;486.67609;439.92603;465.9968;468.50323;19.89573;35.11784;36.00208;30.56452;21.70724;21.76052;0.43666;0.81718; 
59.53222;62.33374;72.06535;71.96276;68.50845;82.93132;82.93132;-36.6939;-73.09545;9585.25098;9578.01563;0;9569.65625;-36.5;-73;10.29029;0.73487;0.07141;7.76005;486.68173;439.91833;465.99429;468.49664;19.89013;35.12335;36.00287;30.56369;21.7072;21.75999;0.43657;0.81734; 
59.5321;62.33349;72.07237;71.96981;68.50832;82.93941;82.93941;-36.69357;-73.09541;9591.75098;9584.5166;0;9576.12012;-36.5;-73;10.2903;0.73487;0.07141;7.7592;486.67664;439.90698;465.98929;468.49313;19.88717;35.12549;36.00284;30.56296;21.70685;21.76;0.43652;0.81741; 
59.5322;62.33293;72.07909;71.97654;68.50844;82.94713;82.94712;-36.69324;-73.09536;9598.28027;9591.08301;0;9582.67188;-36.5;-73;10.29047;0.73488;0.07141;7.75825;486.67322;439.89874;465.98856;468.49545;19.88925;35.12331;36.00333;30.56289;21.70704;21.76057;0.43655;0.81736; 
59.53199;62.33382;72.08738;71.98483;68.50819;82.95668;82.95667;-36.69291;-73.09531;9604.72949;9597.89941;0;9589.08691;-36.5;-73;10.2906;0.73488;0.07141;7.76059;486.69333;439.90332;465.99625;468.50742;19.88978;35.12371;36.00511;30.56293;21.70735;21.7609;0.43656;0.81739; 
59.53194;62.33407;72.09499;71.99247;68.50813;82.96545;82.96546;-36.69258;-73.09526;9611.24805;9606.13477;0;9595.62305;-36.5;-73;10.29051;0.73485;0.07141;7.75863;486.69128;439.88867;465.9845;468.49725;19.88327;35.1283;36.00481;30.56116;21.7063;21.7599;0.43645;0.81752; 
59.53236;62.33477;72.10314;72.0006;68.50861;82.97482;82.97482;-36.69225;-73.09521;9617.76074;9613.82422;0;9602.15918;-36.5;-73;10.29063;0.73483;0.07141;7.76004;486.69531;439.88199;465.97812;468.49924;19.87988;35.13041;36.00479;30.56005;21.70529;21.75973;0.4364;0.81758; 
