17.70,54.00,150
17.72,48.96,136
17.74,43.56,121
17.76,37.80,105
17.78,31.32,87
17.80,25.20,70
17.82,18.36,51
17.84,11.52,32
17.86,4.68,13
17.88,-2.16,-6
17.90,-9.00,-25
17.92,-15.84,-44
17.94,-22.68,-63
17.96,-29.16,-81
17.98,-35.28,-98
18.00,-41.04,-114
18.02,-46.80,-130
18.04,-52.20,-145
18.06,-56.88,-158
18.08,-61.20,-170
18.10,-65.16,-181
18.12,-68.40,-190
18.14,-71.28,-198
18.16,-73.80,-205
18.18,-75.96,-211
18.20,-77.40,-215
18.22,-78.12,-217
18.24,-78.48,-218
18.26,-78.48,-218
18.28,-77.76,-216
18.30,-76.68,-213
18.32,-74.88,-208
18.34,-72.72,-202
18.36,-70.20,-195
18.38,-67.32,-187
18.40,-63.72,-177
18.42,-59.40,-165
18.44,-55.08,-153
18.46,-50.04,-139
18.48,-44.64,-124
18.50,-39.24,-109
18.52,-33.12,-92
18.54,-27.00,-75
18.56,-20.52,-57
18.58,-13.68,-38
18.60,-6.84,-19
18.62,0.00,0
18.64,6.84,19
18.66,13.32,37
18.68,20.16,56
18.70,26.64,74
18.72,32.76,91
18.74,38.52,107
18.76,44.28,123
18.78,49.32,137
18.80,54.00,150
18.82,58.32,162
18.84,62.28,173
18.86,65.88,183
18.88,68.76,191
18.90,71.28,198
18.92,73.08,203
18.94,74.52,207
18.96,75.60,210
18.98,75.96,211
19.00,76.32,212
19.02,75.60,210
19.04,74.52,207
19.06,73.08,203
19.08,70.92,197
19.10,68.40,190
19.12,65.52,182
19.14,61.92,172
19.16,57.96,161
19.18,53.64,149
19.20,48.60,135
19.22,43.56,121
19.24,38.16,106
19.26,32.04,89
19.28,25.92,72
19.30,19.44,54
19.32,12.96,36
19.34,6.48,18
19.36,0.00,0
19.38,-6.84,-19
19.40,-13.32,-37
19.42,-19.80,-55
19.44,-26.28,-73
19.46,-32.40,-90
19.48,-38.16,-106
19.50,-43.56,-121
19.52,-48.60,-135
19.54,-53.28,-148
19.56,-57.60,-160
19.58,-61.56,-171
19.60,-64.80,-180
19.62,-68.04,-189
19.64,-70.20,-195
19.66,-72.36,-201
19.68,-73.80,-205
19.70,-74.52,-207
19.72,-74.88,-208
19.74,-74.88,-208
19.76,-74.16,-206
19.78,-73.08,-203
19.80,-71.64,-199
19.82,-69.48,-193
19.84,-66.96,-186
19.86,-63.72,-177
19.88,-60.48,-168
19.90,-56.52,-157
19.92,-51.84,-144
19.94,-47.16,-131
19.96,-42.12,-117
19.98,-36.36,-101
20.00,-30.60,-85
20.02,-24.48,-68
20.04,-18.36,-51
